tensor,parent_tensor,unit_label,shape,ndim,numel,family,controlled,optimizer_group,reference_fro_norm,reference_rms_norm,prefix_checkpoint,prefix_sha256,prefix_global_state_step,prefix_git_commit,prefix_source_policy,target_policy
blocks.11.attn.qkv.weight::v,blocks.11.attn.qkv.weight,v,"[192,192]",2,36864,attention_qkv,True,controlled,5.850372791290283,0.03047069162130356,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.bias::q,blocks.11.attn.qkv.bias,q,[192],1,192,attention_qkv,True,controlled,0.32199105620384216,0.023237702871992526,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.bias::k,blocks.11.attn.qkv.bias,k,[192],1,192,attention_qkv,True,controlled,0.0011956050293520093,8.628536069260663e-05,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.bias::v,blocks.11.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.27421334385871887,0.019789643486527345,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.proj.weight,blocks.11.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,5.932058811187744,0.030896139641602833,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.proj.bias,blocks.11.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.3593584895133972,0.02593446508201715,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc1.weight,blocks.11.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,13.09875202178955,0.03411133339007696,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc1.bias,blocks.11.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,1.2896403074264526,0.046535886165653385,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc2.weight,blocks.11.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,11.402202606201172,0.029693235953648884,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc2.bias,blocks.11.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.37659281492233276,0.02717824538378597,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
